"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"SDGIPV","PUBLISHED","2010-2011","WPR","","FJI","AGE18-24","FMLE","47.2","47.20000","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","PUBLISHED","2010-2011","WPR","","FJI","AGE40-44","FMLE","23.0","23.00000","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","PUBLISHED","2010-2011","WPR","","FJI","AGE18-49","FMLE","29.7","29.70000","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 18-64"
"SDGIPV","PUBLISHED","2010-2011","WPR","","FJI","AGE35-39","FMLE","25.8","25.80000","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","PUBLISHED","2010-2011","WPR","","FJI","AGE30-34","FMLE","30.8","30.80000","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","PUBLISHED","2012","EUR","","FIN","AGE18-49","FMLE","8.0","8.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2012","EUR","","FRA","AGE18-49","FMLE","7.0","7.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2012","AFR","","GAB","AGE20-24","FMLE","43.3","43.30000","","","DHS "
"SDGIPV","PUBLISHED","2012","AFR","","GAB","AGE30-34","FMLE","29.5","29.50000","","","DHS "
"SDGIPV","PUBLISHED","2012","AFR","","GAB","AGE15-19","FMLE","40.3","40.30000","","","DHS "
"SDGIPV","PUBLISHED","2012","AFR","","GAB","AGE15-49","FMLE","31.5","31.50000","","","DHS "
"SDGIPV","PUBLISHED","2012","AFR","","GAB","AGE40-44","FMLE","27.2","27.20000","","","DHS "
"SDGIPV","PUBLISHED","2012","AFR","","GAB","AGE35-39","FMLE","22.8","22.80000","","","DHS "
"SDGIPV","PUBLISHED","2012","AFR","","GAB","AGE45-49","FMLE","32.1","32.10000","","","DHS "
"SDGIPV","PUBLISHED","2012","AFR","","GAB","AGE25-29","FMLE","32.2","32.20000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","GMB","AGE15-49","FMLE","7.3","7.30000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","GMB","AGE40-44","FMLE","6.2","6.20000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","GMB","AGE15-19","FMLE","5.0","5.00000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","GMB","AGE25-29","FMLE","10.6","10.60000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","GMB","AGE35-39","FMLE","6.8","6.80000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","GMB","AGE30-34","FMLE","8.9","8.90000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","GMB","AGE20-24","FMLE","6.6","6.60000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","GMB","AGE45-49","FMLE","1.6","1.60000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","DEU","AGE18-49","FMLE","5.0","5.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2008","AFR","","GHA","AGE25-29","FMLE","19.7","19.70000","","","DHS "
"SDGIPV","PUBLISHED","2008","AFR","","GHA","AGE30-34","FMLE","15.9","15.90000","","","DHS "
"SDGIPV","PUBLISHED","2008","AFR","","GHA","AGE35-39","FMLE","21.9","21.90000","","","DHS "
"SDGIPV","PUBLISHED","2008","AFR","","GHA","AGE45-49","FMLE","17.5","17.50000","","","DHS "
"SDGIPV","PUBLISHED","2008","AFR","","GHA","AGE40-44","FMLE","18.2","18.20000","","","DHS "
"SDGIPV","PUBLISHED","2008","AFR","","GHA","AGE15-19","FMLE","22.8","22.80000","","","DHS "
"SDGIPV","PUBLISHED","2008","AFR","","GHA","AGE15-49","FMLE","19.2","19.20000","","","DHS "
"SDGIPV","PUBLISHED","2008","AFR","","GHA","AGE20-24","FMLE","21.0","21.00000","","","DHS "
"SDGIPV","PUBLISHED","2008","WPR","","KIR","AGE15-49","FMLE","36.1","36.10000","","","Family Health and Support Study Based on definition used in the WHO multi-country study on women’s health and domestic violence"
"SDGIPV","PUBLISHED","2012","EUR","","GRC","AGE18-49","FMLE","8.0","8.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2014-2015","AMR","","GTM","AGE15-19","FMLE","8.9","8.90000","","","ENSMI "
"SDGIPV","PUBLISHED","2014-2015","AMR","","GTM","AGE45-49","FMLE","4.0","4.00000","","","ENSMI "
"SDGIPV","PUBLISHED","2014-2015","AMR","","GTM","AGE40-44","FMLE","7.5","7.50000","","","ENSMI "
"SDGIPV","PUBLISHED","2014-2015","AMR","","GTM","AGE15-49","FMLE","8.9","8.90000","","","ENSMI "
"SDGIPV","PUBLISHED","2014-2015","AMR","","GTM","AGE25-29","FMLE","9.2","9.20000","","","ENSMI "
"SDGIPV","PUBLISHED","2014-2015","AMR","","GTM","AGE35-39","FMLE","7.7","7.70000","","","ENSMI "
"SDGIPV","PUBLISHED","2014-2015","AMR","","GTM","AGE20-24","FMLE","11.4","11.40000","","","ENSMI "
"SDGIPV","PUBLISHED","2014-2015","AMR","","GTM","AGE30-34","FMLE","9.6","9.60000","","","ENSMI "
"SDGIPV","PUBLISHED","2016-2017","AMR","","HTI","AGE30-34","FMLE","14.9","14.90000","","","DHS "
"SDGIPV","PUBLISHED","2016-2017","AMR","","HTI","AGE15-49","FMLE","13.9","13.90000","","","DHS "
"SDGIPV","PUBLISHED","2016-2017","AMR","","HTI","AGE20-24","FMLE","19.3","19.30000","","","DHS "
"SDGIPV","PUBLISHED","2016-2017","AMR","","HTI","AGE25-29","FMLE","17.8","17.80000","","","DHS "
"SDGIPV","PUBLISHED","2016-2017","AMR","","HTI","AGE35-39","FMLE","13.2","13.20000","","","DHS "
"SDGIPV","PUBLISHED","2016-2017","AMR","","HTI","AGE15-19","FMLE","28.0","28.00000","","","DHS "
"SDGIPV","PUBLISHED","2016-2017","AMR","","HTI","AGE45-49","FMLE","5.6","5.60000","","","DHS "
"SDGIPV","PUBLISHED","2016-2017","AMR","","HTI","AGE40-44","FMLE","8.5","8.50000","","","DHS "
"SDGIPV","PUBLISHED","2012","AMR","","HND","AGE45-49","FMLE","8.4","8.40000","","","DHS "
"SDGIPV","PUBLISHED","2012","AMR","","HND","AGE15-19","FMLE","16.4","16.40000","","","DHS "
"SDGIPV","PUBLISHED","2012","AMR","","HND","AGE35-39","FMLE","10.4","10.40000","","","DHS "
"SDGIPV","PUBLISHED","2012","AMR","","HND","AGE25-29","FMLE","10.8","10.80000","","","DHS "
"SDGIPV","PUBLISHED","2012","AMR","","HND","AGE40-44","FMLE","8.0","8.00000","","","DHS "
"SDGIPV","PUBLISHED","2012","AMR","","HND","AGE20-24","FMLE","13.4","13.40000","","","DHS "
"SDGIPV","PUBLISHED","2012","AMR","","HND","AGE30-34","FMLE","10.8","10.80000","","","DHS "
"SDGIPV","PUBLISHED","2012","AMR","","HND","AGE15-49","FMLE","11.0","11.00000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","HUN","AGE18-49","FMLE","8.0","8.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2015-2016","SEAR","","IND","AGE40-44","FMLE","21.6","21.60000","","","NFHS "
"SDGIPV","PUBLISHED","2015-2016","SEAR","","IND","AGE20-24","FMLE","23.2","23.20000","","","NFHS "
"SDGIPV","PUBLISHED","2015-2016","SEAR","","IND","AGE15-49","FMLE","22.0","22.00000","","","NFHS "
"SDGIPV","PUBLISHED","2015-2016","SEAR","","IND","AGE25-29","FMLE","22.5","22.50000","","","NFHS "
"SDGIPV","PUBLISHED","2015-2016","SEAR","","IND","AGE15-19","FMLE","17.6","17.60000","","","NFHS "
"SDGIPV","PUBLISHED","2015-2016","SEAR","","IND","AGE45-49","FMLE","20.0","20.00000","","","NFHS "
"SDGIPV","PUBLISHED","2015-2016","SEAR","","IND","AGE30-34","FMLE","23.0","23.00000","","","NFHS "
"SDGIPV","PUBLISHED","2015-2016","SEAR","","IND","AGE35-39","FMLE","22.3","22.30000","","","NFHS "
"SDGIPV","PUBLISHED","2012","EUR","","IRL","AGE18-49","FMLE","4.0","4.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2012","EUR","","ITA","AGE18-49","FMLE","7.0","7.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2012","AFR","","CIV","AGE30-34","FMLE","19.9","19.90000","","","DHS Currently married"
"SDGIPV","PUBLISHED","2012","AFR","","CIV","AGE35-39","FMLE","22.8","22.80000","","","DHS Currently married"
"SDGIPV","PUBLISHED","2012","AFR","","CIV","AGE15-19","FMLE","19.1","19.10000","","","DHS Currently married"
"SDGIPV","PUBLISHED","2012","AFR","","CIV","AGE25-29","FMLE","23.7","23.70000","","","DHS Currently married"
"SDGIPV","PUBLISHED","2012","AFR","","CIV","AGE20-24","FMLE","26.2","26.20000","","","DHS Currently married"
"SDGIPV","PUBLISHED","2012","AFR","","CIV","AGE45-49","FMLE","20.3","20.30000","","","DHS Currently married"
"SDGIPV","PUBLISHED","2012","AFR","","CIV","AGE40-44","FMLE","19.2","19.20000","","","DHS Currently married"
"SDGIPV","PUBLISHED","2012","AFR","","CIV","AGE15-49","FMLE","22.0","22.00000","","","DHS Refers to currently married girls and women"
"SDGIPV","PUBLISHED","2016","AMR","","JAM","AGE40-44","FMLE","6.3","6.30000","","","Women's Health Survey 2016 "
"SDGIPV","PUBLISHED","2016","AMR","","JAM","AGE30-34","FMLE","4.3","4.30000","","","Women's Health Survey 2016 "
"SDGIPV","PUBLISHED","2016","AMR","","JAM","AGE15-49","FMLE","8.5","8.52000","","","Calculated by UN Women based on available country data from the Women's Health Survey 2016 based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64"
"SDGIPV","PUBLISHED","2016","AMR","","JAM","AGE20-24","FMLE","9.3","9.30000","","","Women's Health Survey 2016 "
"SDGIPV","PUBLISHED","2016","AMR","","JAM","AGE15-19","FMLE","11.1","11.10000","","","Women's Health Survey 2016 "
"SDGIPV","PUBLISHED","2016","AMR","","JAM","AGE25-29","FMLE","14.4","14.40000","","","Women's Health Survey 2016 "
"SDGIPV","PUBLISHED","2016","AMR","","JAM","AGE35-39","FMLE","9.7","9.70000","","","Women's Health Survey 2016 "
"SDGIPV","PUBLISHED","2016","AMR","","JAM","AGE45-49","FMLE","5.8","5.80000","","","Women's Health Survey 2016 "
"SDGIPV","PUBLISHED","2012","EMR","","JOR","AGE45-49","FMLE","9.3","9.30000","","","DHS "
"SDGIPV","PUBLISHED","2012","EMR","","JOR","AGE30-34","FMLE","16.0","16.00000","","","DHS "
"SDGIPV","PUBLISHED","2012","EMR","","JOR","AGE25-29","FMLE","16.6","16.60000","","","DHS "
"SDGIPV","PUBLISHED","2012","EMR","","JOR","AGE35-39","FMLE","14.7","14.70000","","","DHS "
"SDGIPV","PUBLISHED","2012","EMR","","JOR","AGE20-24","FMLE","15.1","15.10000","","","DHS "
"SDGIPV","PUBLISHED","2012","EMR","","JOR","AGE40-44","FMLE","11.5","11.50000","","","DHS "
"SDGIPV","PUBLISHED","2012","EMR","","JOR","AGE15-19","FMLE","18.2","18.20000","","","DHS "
"SDGIPV","PUBLISHED","2012","EMR","","JOR","AGE15-49","FMLE","14.1","14.10000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","KEN","AGE40-44","FMLE","20.2","20.20000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","KEN","AGE25-29","FMLE","28.1","28.10000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","KEN","AGE45-49","FMLE","22.9","22.90000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","KEN","AGE30-34","FMLE","24.6","24.60000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","KEN","AGE20-24","FMLE","28.0","28.00000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","KEN","AGE15-19","FMLE","23.0","23.00000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","KEN","AGE15-49","FMLE","25.5","25.50000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","KEN","AGE35-39","FMLE","26.2","26.20000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","KGZ","AGE45-49","FMLE","16.3","16.30000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","KGZ","AGE35-39","FMLE","18.5","18.50000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","KGZ","AGE20-24","FMLE","11.8","11.80000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","KGZ","AGE15-49","FMLE","17.1","17.10000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","KGZ","AGE15-19","FMLE","2.7","2.70000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","KGZ","AGE30-34","FMLE","22.5","22.50000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","KGZ","AGE25-29","FMLE","19.1","19.10000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","KGZ","AGE40-44","FMLE","16.7","16.70000","","","DHS "
"SDGIPV","PUBLISHED","2014","WPR","","LAO","AGE20-24","FMLE","8.3","8.30000","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","PUBLISHED","2014","WPR","","LAO","AGE40-44","FMLE","4.2","4.20000","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","PUBLISHED","2014","WPR","","LAO","AGE25-29","FMLE","5.1","5.10000","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","PUBLISHED","2014","WPR","","LAO","AGE45-49","FMLE","5.0","5.00000","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","PUBLISHED","2014","WPR","","LAO","AGE15-49","FMLE","6.4","6.40000","","","Lao National Survey on Women’s Health and Life Experiences Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64"
"SDGIPV","PUBLISHED","2014","WPR","","LAO","AGE30-34","FMLE","11.8","11.80000","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","PUBLISHED","2014","WPR","","LAO","AGE15-19","FMLE","13.6","13.60000","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","PUBLISHED","2014","WPR","","LAO","AGE35-39","FMLE","6.8","6.80000","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","PUBLISHED","2012","EUR","","LVA","AGE18-49","FMLE","7.0","7.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2007","AFR","","LBR","AGE25-29","FMLE","42.2","42.20000","","","DHS "
"SDGIPV","PUBLISHED","2007","AFR","","LBR","AGE45-49","FMLE","23.1","23.10000","","","DHS "
"SDGIPV","PUBLISHED","2007","AFR","","LBR","AGE20-24","FMLE","44.2","44.20000","","","DHS "
"SDGIPV","PUBLISHED","2007","AFR","","LBR","AGE15-19","FMLE","37.3","37.30000","","","DHS "
"SDGIPV","PUBLISHED","2007","AFR","","LBR","AGE30-34","FMLE","38.0","38.00000","","","DHS "
"SDGIPV","PUBLISHED","2007","AFR","","LBR","AGE15-49","FMLE","35.0","35.00000","","","DHS "
"SDGIPV","PUBLISHED","2007","AFR","","LBR","AGE35-39","FMLE","31.2","31.20000","","","DHS "
"SDGIPV","PUBLISHED","2007","AFR","","LBR","AGE40-44","FMLE","25.7","25.70000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","LTU","AGE18-49","FMLE","6.0","6.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2012","EUR","","LUX","AGE18-49","FMLE","3.0","3.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2015-2016","AFR","","MWI","AGE40-44","FMLE","23.1","23.10000","","","DHS "
"SDGIPV","PUBLISHED","2015-2016","AFR","","MWI","AGE25-29","FMLE","30.2","30.20000","","","DHS "
"SDGIPV","PUBLISHED","2015-2016","AFR","","MWI","AGE15-49","FMLE","24.3","24.30000","","","DHS "
"SDGIPV","PUBLISHED","2015-2016","AFR","","MWI","AGE30-34","FMLE","23.0","23.00000","","","DHS "
"SDGIPV","PUBLISHED","2015-2016","AFR","","MWI","AGE35-39","FMLE","19.9","19.90000","","","DHS "
"SDGIPV","PUBLISHED","2015-2016","AFR","","MWI","AGE20-24","FMLE","25.3","25.30000","","","DHS "
"SDGIPV","PUBLISHED","2015-2016","AFR","","MWI","AGE45-49","FMLE","15.2","15.20000","","","DHS "
"SDGIPV","PUBLISHED","2015-2016","AFR","","MWI","AGE15-19","FMLE","28.1","28.10000","","","DHS "
"SDGIPV","PUBLISHED","2006","SEAR","","MDV","AGE30-34","FMLE","4.2","4.20000","","","Study on Women's Health and Life Experiences "
"SDGIPV","PUBLISHED","2006","SEAR","","MDV","AGE15-19","FMLE","6.6","6.60000","","","Study on Women's Health and Life Experiences "
"SDGIPV","PUBLISHED","2006","SEAR","","MDV","AGE15-49","FMLE","6.4","6.40000","","","Study on Women’s Health and Life Experiences Based on definition used in the WHO multi-country study on women’s health and domestic violence"
"SDGIPV","PUBLISHED","2006","SEAR","","MDV","AGE40-44","FMLE","5.9","5.90000","","","Study on Women's Health and Life Experiences "
"SDGIPV","PUBLISHED","2006","SEAR","","MDV","AGE35-39","FMLE","5.6","5.60000","","","Study on Women's Health and Life Experiences "
"SDGIPV","PUBLISHED","2006","SEAR","","MDV","AGE25-29","FMLE","9.7","9.70000","","","Study on Women's Health and Life Experiences "
"SDGIPV","PUBLISHED","2006","SEAR","","MDV","AGE45-49","FMLE","4.9","4.90000","","","Study on Women's Health and Life Experiences "
"SDGIPV","PUBLISHED","2006","SEAR","","MDV","AGE20-24","FMLE","6.6","6.60000","","","Study on Women's Health and Life Experiences "
"SDGIPV","PUBLISHED","2006","AFR","","MLI","AGE45-49","FMLE","15.8","15.80000","","","DHS "
"SDGIPV","PUBLISHED","2006","AFR","","MLI","AGE40-44","FMLE","20.7","20.70000","","","DHS "
"SDGIPV","PUBLISHED","2006","AFR","","MLI","AGE20-24","FMLE","23.5","23.50000","","","DHS "
"SDGIPV","PUBLISHED","2006","AFR","","MLI","AGE15-49","FMLE","21.5","21.50000","","","DHS "
"SDGIPV","PUBLISHED","2006","AFR","","MLI","AGE30-34","FMLE","19.8","19.80000","","","DHS "
"SDGIPV","PUBLISHED","2006","AFR","","MLI","AGE35-39","FMLE","21.6","21.60000","","","DHS "
"SDGIPV","PUBLISHED","2006","AFR","","MLI","AGE15-19","FMLE","22.6","22.60000","","","DHS "
"SDGIPV","PUBLISHED","2006","AFR","","MLI","AGE25-29","FMLE","22.8","22.80000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","MLT","AGE18-49","FMLE","5.0","5.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2016","AMR","","MEX","AGE15-49","FMLE","9.5","9.50000","","","PAHO 2018 publication Intimate Partner Violence against Women in the Americas: calculated by PAHO based on available country data from the 2016 ENDIREH ENDIREH methodology; Women aged 15+; sexual violence definition differs from standard"
"SDGIPV","PUBLISHED","2017","WPR","","MNG","AGE15-19","FMLE","8.0","8.00000","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","PUBLISHED","2017","WPR","","MNG","AGE30-35","FMLE","17.7","17.70000","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","PUBLISHED","2017","WPR","","MNG","AGE40-44","FMLE","14.8","14.80000","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","PUBLISHED","2017","WPR","","MNG","AGE20-24","FMLE","16.4","16.40000","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","PUBLISHED","2017","WPR","","MNG","AGE45-49","FMLE","9.5","9.50000","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","PUBLISHED","2017","WPR","","MNG","AGE25-29","FMLE","17.4","17.40000","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","PUBLISHED","2017","WPR","","MNG","AGE15-49","FMLE","14.7","14.70000","","","2017 National Study on Gender-based violence in Mongolia Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64"
"SDGIPV","PUBLISHED","2017","WPR","","MNG","AGE35-39","FMLE","12.7","12.70000","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","PUBLISHED","2005","EUR","","MDA","AGE30-34","FMLE","15.9","15.90000","","","DHS "
"SDGIPV","PUBLISHED","2005","EUR","","MDA","AGE35-39","FMLE","15.2","15.20000","","","DHS "
"SDGIPV","PUBLISHED","2005","EUR","","MDA","AGE20-24","FMLE","14.6","14.60000","","","DHS "
"SDGIPV","PUBLISHED","2005","EUR","","MDA","AGE15-19","FMLE","15.1","15.10000","","","DHS "
"SDGIPV","PUBLISHED","2005","EUR","","MDA","AGE40-44","FMLE","12.5","12.50000","","","DHS "
"SDGIPV","PUBLISHED","2005","EUR","","MDA","AGE25-29","FMLE","14.5","14.50000","","","DHS "
"SDGIPV","PUBLISHED","2005","EUR","","MDA","AGE15-49","FMLE","14.6","14.60000","","","DHS "
"SDGIPV","PUBLISHED","2005","EUR","","MDA","AGE45-49","FMLE","15.0","15.00000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","MOZ","AGE25-29","FMLE","18.7","18.70000","","","AIS: Inquérito de Indicadores"
"SDGIPV","PUBLISHED","2015","AFR","","MOZ","AGE18-49","FMLE","15.5","15.50000","","","AIS: Inquérito de Indicadores"
"SDGIPV","PUBLISHED","2015","AFR","","MOZ","AGE30-39","FMLE","16.1","16.10000","","","AIS: Inquérito de Indicadores"
"SDGIPV","PUBLISHED","2015","AFR","","MOZ","AGE18-19","FMLE","10.3","10.30000","","","AIS: Inquérito de Indicadores"
"SDGIPV","PUBLISHED","2015","AFR","","MOZ","AGE40-49","FMLE","14.1","14.10000","","","AIS: Inquérito de Indicadores"
"SDGIPV","PUBLISHED","2015","AFR","","MOZ","AGE20-24","FMLE","15.3","15.30000","","","AIS: Inquérito de Indicadores"
"SDGIPV","PUBLISHED","2013","AFR","","NAM","AGE40-44","FMLE","16.3","16.30000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","NAM","AGE35-39","FMLE","17.3","17.30000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","NAM","AGE45-49","FMLE","20.2","20.20000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","NAM","AGE15-19","FMLE","52.0","52.00000","","","DHS Based on 25-49 unweighted cases"
"SDGIPV","PUBLISHED","2013","AFR","","NAM","AGE15-49","FMLE","20.2","20.20000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","NAM","AGE30-34","FMLE","19.4","19.40000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","NAM","AGE25-29","FMLE","20.5","20.50000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","NAM","AGE20-24","FMLE","25.5","25.50000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","NPL","AGE15-19","FMLE","17.0","17.00000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","NPL","AGE20-24","FMLE","12.4","12.40000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","NPL","AGE35-39","FMLE","11.0","11.00000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","NPL","AGE45-49","FMLE","9.8","9.80000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","NPL","AGE25-29","FMLE","12.0","12.00000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","NPL","AGE30-34","FMLE","11.4","11.40000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","NPL","AGE15-49","FMLE","11.2","11.20000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","NPL","AGE40-44","FMLE","7.0","7.00000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","NLD","AGE18-49","FMLE","7.0","7.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2009","WPR","","VUT","AGE15-49","FMLE","44.0","44.00000","","","National Survey on Women's Lives and Family Relationships Based on definition used in the WHO multi-country study on women’s health and domestic violence"
"SDGIPV","PUBLISHED","2011-2012","AMR","","NIC","AGE25-29","FMLE","7.5","7.50000","","","ENDESA "
"SDGIPV","PUBLISHED","2011-2012","AMR","","NIC","AGE30-34","FMLE","6.9","6.90000","","","ENDESA "
"SDGIPV","PUBLISHED","2011-2012","AMR","","NIC","AGE20-24","FMLE","9.2","9.20000","","","ENDESA "
"SDGIPV","PUBLISHED","2011-2012","AMR","","NIC","AGE40-44","FMLE","6.1","6.10000","","","ENDESA "
"SDGIPV","PUBLISHED","2011-2012","AMR","","NIC","AGE15-49","FMLE","7.5","7.50000","","","ENDESA Definition of sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2011-2012","AMR","","NIC","AGE45-49","FMLE","4.4","4.40000","","","ENDESA "
"SDGIPV","PUBLISHED","2011-2012","AMR","","NIC","AGE35-39","FMLE","7.1","7.10000","","","ENDESA "
