"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","FJI","RUR","68","68.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","FRA","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","FRA","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","FRA","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LMI","FSM","TOTL","41","41.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LMI","FSM","URB","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LMI","FSM","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_UMI","GAB","TOTL","20","20.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_UMI","GAB","URB","12","12.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_UMI","GAB","RUR","75","75.00000","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","GBR","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","GBR","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","GBR","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_LMI","GEO","TOTL","46","46.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_LMI","GEO","URB","12","12.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_LMI","GEO","RUR","84","84.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","GHA","TOTL","83","83.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","GHA","URB","70","70.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","GHA","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","GIN","TOTL",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","GIN","URB",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","GIN","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","GMB","TOTL","95","95.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","GMB","URB","94","94.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","GMB","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","GNB","TOTL",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","GNB","URB",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","GNB","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_HI","GNQ","TOTL","44","44.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_HI","GNQ","URB","7","7.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_HI","GNQ","RUR","68","68.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","GRC","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","GRC","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","GRC","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","GRD","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","GRD","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","GRD","RUR","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","GTM","TOTL","64","64.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","GTM","URB","31","31.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","GTM","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","GUY","TOTL","6","6.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","GUY","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","GUY","RUR","8","8.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","HND","TOTL","50","50.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","HND","URB","21","21.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","HND","RUR","84","84.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_HI","HRV","TOTL","8","8.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_HI","HRV","URB","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_HI","HRV","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LI","HTI","TOTL","92","92.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LI","HTI","URB","86","86.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LI","HTI","RUR",">95","","","",""
"WHS5_512","PHEFN2","PUBLISHED","2013","EUR","WB_UMI","HUN","TOTL","11","11.00000","","",""
"WHS5_512","PHEFN2","PUBLISHED","2013","EUR","WB_UMI","HUN","URB","Not available","","","",""
"WHS5_512","PHEFN2","PUBLISHED","2013","EUR","WB_UMI","HUN","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LMI","IDN","TOTL","39","39.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LMI","IDN","URB","16","16.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LMI","IDN","RUR","65","65.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LMI","IND","TOTL","64","64.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LMI","IND","URB","26","26.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LMI","IND","RUR","81","81.00000","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","IRL","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","IRL","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","IRL","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","IRN","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","IRN","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","IRN","RUR","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","IRQ","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","IRQ","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","IRQ","RUR","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","ISL","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","ISL","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","ISL","RUR","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","ISR","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","ISR","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","ISR","RUR","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","ITA","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","ITA","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","ITA","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","JAM","TOTL","11","11.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","JAM","URB","5","5.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","JAM","RUR","19","19.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","JOR","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","JOR","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","JOR","RUR","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","WPR","WB_HI","JPN","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","WPR","WB_HI","JPN","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","WPR","WB_HI","JPN","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_UMI","KAZ","TOTL","9","9.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_UMI","KAZ","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_UMI","KAZ","RUR","17","17.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","KEN","TOTL","84","84.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","KEN","URB","51","51.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","KEN","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_LMI","KGZ","TOTL","26","26.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_LMI","KGZ","URB","6","6.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_LMI","KGZ","RUR","37","37.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LI","KHM","TOTL","88","88.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LI","KHM","URB","50","50.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LI","KHM","RUR",">95","","","",""
"WHS5_512","PHEFN2","PUBLISHED","2013","WPR","WB_LMI","KIR","TOTL","45","45.00000","","",""
"WHS5_512","PHEFN2","PUBLISHED","2013","WPR","WB_LMI","KIR","URB","Not available","","","",""
"WHS5_512","PHEFN2","PUBLISHED","2013","WPR","WB_LMI","KIR","RUR","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","AMR","WB_HI","KNA","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","AMR","WB_HI","KNA","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","AMR","WB_HI","KNA","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_HI","KOR","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_HI","KOR","URB","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_HI","KOR","RUR","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EMR","WB_HI","KWT","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EMR","WB_HI","KWT","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EMR","WB_HI","KWT","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LMI","LAO","TOTL",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LMI","LAO","URB","92","92.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LMI","LAO","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","LBN","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","LBN","URB","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","LBN","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","LBR","TOTL",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","LBR","URB",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","LBR","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","LBY","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","LBY","URB","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_UMI","LBY","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","LCA","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","LCA","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","LCA","RUR","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LMI","LKA","TOTL","74","74.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LMI","LKA","URB","34","34.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LMI","LKA","RUR","83","83.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","LSO","TOTL","62","62.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","LSO","URB","6","6.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","LSO","RUR","82","82.00000","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","LTU","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","LTU","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","LTU","RUR","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","LUX","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","LUX","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","LUX","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_HI","LVA","TOTL","5","5.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_HI","LVA","URB","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_HI","LVA","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_LMI","MAR","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_LMI","MAR","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EMR","WB_LMI","MAR","RUR","6","6.00000","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","MCO","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","MCO","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","MCO","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_LMI","MDA","TOTL","8","8.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_LMI","MDA","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_LMI","MDA","RUR","15","15.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MDG","TOTL",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MDG","URB",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MDG","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_UMI","MDV","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_UMI","MDV","URB","<5","","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_UMI","MDV","RUR","9","9.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","MEX","TOTL","15","15.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","MEX","URB","6","6.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_UMI","MEX","RUR","50","50.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","MHL","TOTL","33","33.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","MHL","URB","9","9.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","MHL","RUR","95","95.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_UMI","MKD","TOTL","33","33.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_UMI","MKD","URB","15","15.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_UMI","MKD","RUR","56","56.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MLI","TOTL",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MLI","URB",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MLI","RUR",">95","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","MLT","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","MLT","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","MLT","RUR","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LI","MMR","TOTL","93","93.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LI","MMR","URB","81","81.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","SEAR","WB_LI","MMR","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_UMI","MNE","TOTL","38","38.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_UMI","MNE","URB","22","22.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","EUR","WB_UMI","MNE","RUR","68","68.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LMI","MNG","TOTL","63","63.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LMI","MNG","URB","49","49.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_LMI","MNG","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MOZ","TOTL",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MOZ","URB","91","91.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MOZ","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","MRT","TOTL","57","57.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","MRT","URB","36","36.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","MRT","RUR","87","87.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_UMI","MUS","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_UMI","MUS","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_UMI","MUS","RUR","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MWI","TOTL",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MWI","URB","90","90.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","MWI","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","MYS","TOTL","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","MYS","URB","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","MYS","RUR","<5","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_UMI","NAM","TOTL","54","54.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_UMI","NAM","URB","17","17.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_UMI","NAM","RUR","85","85.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","NER","TOTL",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","NER","URB","92","92.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LI","NER","RUR",">95","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","NGA","TOTL","75","75.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","NGA","URB","49","49.00000","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","AFR","WB_LMI","NGA","RUR",">95","","","","The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","NIC","TOTL","53","53.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","NIC","URB","27","27.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","AMR","WB_LMI","NIC","RUR","90","90.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","NIU","TOTL","10","10.00000","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","NIU","URB","Not available","","","",""
"WHS5_512","PHEFN1","PUBLISHED","2013","WPR","WB_UMI","NIU","RUR","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","NLD","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","NLD","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","NLD","RUR","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","NOR","TOTL","<5","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","NOR","URB","Not available","","","",""
"WHS5_512","PHEFN3","PUBLISHED","2013","EUR","WB_HI","NOR","RUR","Not available","","","",""
